"","year","Montgomery AL","Mobile AL","Phoenix AZ","Flagstaff AZ","Fort Smith AR","Sacramento CA","LosAngeles CA","Fresno CA","Eureka CA","Grand Junction CO","Denver CO","Colorado Springs CO","Tampa FL","Pensacola FL","Jacksonville FL","Washington DC DC","Savannah GA","Augusta GA","Atlanta GA","Boise ID","Springfield  IL","Moline IL","Chicago IL","Indianapolis IN","Evansville IN","Cedar Rapids IA","Dubuque IA","Des Moines IA","Topeka KS","Dodge City KS","Concordia KS","Louisville KY","Shreveport LA","Portland ME","Baltimore MD","Boston MA","Sault Ste Marie MI","Marquette MI","Lansing MI","Grand Rapids MI","Detroit MI","Minneapolis MN","Duluth MN","Meridian MS","Springfield MO","Kansas City MO","Helena MT","Havre MT","Valentine NE","Omaha NE","North Platte NE","Winnemucca NV","Concord NH","Roswell NM","Albuquerque NM","Rochester NY","New York NY","Albany NY","Raleigh NC","Charlotte NC","Williston ND","Fargo ND","Bismarck ND","Columbus OH","Oklahoma OK","Pittsburgh PA","Philadelphia PA","Middletown Harrisburg PA","Erie PA","Columbia SC","Sioux Falls SD","Huron SD","Nashville TN","Memphis TN","Chattanooga TN","San Antonio TX","Houston TX","Dallas Fort Worth TX","Corpus Christi TX","Amarillo TX","Abilene TX","Salt Lake City UT","Norfolk VA","Lynchburg VA","Spokane WA","Seattle WA","Eau Claire WI","Milwaukee WI","Madison WI","La Crosse WI","Green Bay WI","Lander WY","Cheyenne WY"
"45",1894,0.636,-4.939,NA,NA,3.587,1.776,2.371,0.124,NA,NA,-0.829,NA,NA,-8.696,2.448,4.063,1.955,2.02,0.838,0.083,-1.819,-2.932,-2.381,-0.341,NA,NA,-1.795,-3.309,NA,-1.646,NA,-0.131,-2.383,3.11,4.423,-1.436,NA,-0.68,-2.422,NA,-2.421,-1.94,-1.097,NA,NA,NA,0.368,NA,NA,-3.11,-1.116,0.238,3.259,NA,NA,0.599,-0.495,3.34,NA,6.591,NA,1.476,-0.813,0.857,NA,2.081,-1.828,NA,1.574,NA,NA,0.465,1.269,1.181,0.508,NA,NA,NA,NA,NA,NA,-0.097,8.479,NA,1.373,NA,NA,-0.481,-0.571,-3.461,NA,NA,NA
"46",1895,-0.908,-5.498,NA,NA,5.413,1.442,2.573,-0.281,NA,NA,-0.812,NA,NA,-9.623,-1.072,3.004,0.045,3.163,-0.277,-0.378,-2.179,-3.653,-3.586,-0.938,NA,NA,-3.866,-4.132,NA,-1.986,-0.884,-0.958,-4.588,3.001,3.866,-1.929,NA,-0.148,-3.3,NA,-2.732,-2.331,-0.863,NA,NA,NA,0.341,0.705,NA,-4.609,-1.861,-0.258,3.298,NA,NA,0.764,-0.495,2.881,NA,4.672,NA,0.946,-0.429,-0.294,NA,1.419,-2.062,NA,-0.084,NA,NA,-0.404,1.262,1.299,-0.517,-0.687,NA,NA,NA,NA,0.681,-0.871,8.694,NA,0.853,NA,NA,-1.251,-3.26,-4.234,NA,NA,NA
"47",1896,-1.951,-4.884,NA,NA,4.45,2.108,2.081,-0.134,NA,NA,-1.135,NA,NA,-9.624,-2.988,0.303,0.201,2.904,-1.943,0.696,-1.775,-3.1,-2.967,-0.942,NA,NA,-2.388,-3.376,NA,-1.934,-0.374,-0.209,-5.062,2.382,2.514,-2.388,NA,-0.116,-2.775,NA,-1.783,-1.536,-1.481,NA,NA,NA,0.616,1.205,NA,-3.304,-1.519,0.034,3.418,NA,NA,0.755,-0.237,2.268,7.245,1.69,NA,0.95,-0.091,-0.48,NA,1.933,-2.571,NA,-0.131,NA,NA,0.181,0.809,-0.973,-2.513,0.1,NA,NA,NA,NA,0.941,-0.918,7.683,NA,1.301,NA,NA,-1.499,-3.12,-3.568,NA,NA,NA
"48",1897,-1.8,-3.766,NA,NA,4.769,2.297,1.907,-0.171,NA,NA,-0.847,NA,NA,-10.786,-2.33,1.253,1.145,3.578,-3.057,1.267,-0.532,-3.832,-3.294,-0.035,NA,NA,-3.012,-3.159,0.275,-1.347,0.245,0.362,-5.612,1.717,2.902,-1.686,NA,0.325,-2.372,NA,-1.646,-1.277,-1.233,NA,2.33,NA,0.857,0.66,NA,-3.166,-1.978,-0.105,3.718,NA,NA,1.736,-0.181,2.377,5.18,0.803,NA,1.333,-0.291,0.61,NA,1.246,-2.584,NA,-1.211,-0.037,NA,-0.099,0.372,-0.622,-3.091,-0.321,NA,NA,-0.476,NA,0.808,-0.41,7.175,NA,1.697,NA,NA,-1.44,-4.773,-3.173,NA,NA,0.388
"49",1898,-3.964,-4.714,NA,NA,4.784,1.457,0.308,-0.548,NA,NA,-0.5,NA,NA,-9.757,-3.072,0.52,2.457,2.974,-4.624,1.042,1.02,-3.986,-3.003,0.238,NA,NA,-2.795,-3.441,0.801,-0.495,-0.046,0.678,-5.907,0.769,2.195,-1.289,2.728,-0.473,-1.848,NA,-1.114,-1.298,-1.994,NA,4.033,0.727,1.583,0.467,NA,-2.813,-2.17,0.114,3.087,NA,NA,2.704,-0.723,1.788,3.823,-0.159,NA,1.616,-0.475,1.235,NA,0.833,-2.067,1.606,-0.998,0.125,NA,-0.242,0.325,-0.446,-4.531,-2.126,-1.542,NA,-3.36,NA,-0.037,-0.163,6.835,NA,1.269,NA,NA,-0.546,-3.883,-4.309,NA,NA,0.242
"50",1899,-3.363,-5.006,NA,NA,4.491,0.823,-2.149,-0.721,NA,NA,-1.042,NA,NA,-9.745,-3.835,-1.211,1.909,2.926,-5.857,1.428,1.589,-4.583,-3.775,0.074,NA,NA,-2.392,-3.358,-0.32,0.433,-0.421,0.962,-8.214,-0.016,-0.195,-1.809,2.257,0.139,-1.763,NA,-0.579,-0.501,-2.136,-2.618,2.648,0.146,2.09,1.276,NA,-2.236,-2.837,0.386,1.844,NA,NA,1.81,-2.684,0.729,3.577,-0.643,NA,1.973,-0.031,1.23,NA,0.081,-3.131,-0.703,-1.928,0.323,NA,-0.893,0.545,-1.014,-4.057,-4.051,-0.843,NA,-4.791,NA,-0.219,-0.252,3.604,NA,1.85,NA,NA,-1.434,-3.22,-3.211,NA,NA,0.195
"51",1900,-2.189,-0.139,NA,NA,1.933,0.185,-2.288,-0.448,NA,NA,-0.446,NA,6.095,-7.365,-3.212,-1.25,1.671,3.762,-4.234,1.452,1.755,-4.176,-4.179,-1.568,NA,NA,-3.365,-1.986,0.027,1.337,0.369,-0.775,-7.41,-0.134,-1.734,-1.318,1.344,0.023,-1.791,NA,-0.933,0.62,-2.231,-0.601,1.689,0.542,2.372,1.438,NA,-1.324,-2.879,0.002,0.709,NA,NA,1.313,-3.128,-0.704,3.944,-0.358,NA,2.544,0.182,-0.813,-0.038,-2.407,-2.442,-2.066,-3.371,1.327,NA,0.112,-0.598,-3.1,-4.621,-3.311,0.692,NA,-4.152,NA,0.142,-0.132,2.516,NA,2.065,NA,NA,-1.433,-4.04,-2.503,NA,NA,0.357
"52",1901,-2.07,0.388,NA,NA,0.143,0.474,-2.376,-0.535,NA,NA,-1.654,NA,5.855,-5.711,-1.924,-2.37,0.878,4.079,-3.254,1.08,0.979,-5.588,-4.38,-2.358,NA,NA,-4.083,-3.023,-1.784,-0.291,-1.255,-2.162,-7.345,0.42,-2.851,-0.416,1.125,0.373,-1.11,NA,-0.938,0.533,-2.51,-2.195,1.224,-0.687,1.904,1.219,NA,-2.308,-3.571,-0.093,1.589,NA,NA,1.669,-2.202,-0.819,3.867,0.674,NA,3.129,-0.309,-2.365,-2.207,-2.159,-1.707,-3.425,-3.228,1.812,NA,0.293,-2.069,-4.773,-5.15,-4.671,-1.381,NA,-4.965,1.31,-0.044,-0.116,1.714,NA,1.995,NA,NA,-2.525,-4.442,-1.708,NA,0.084,-0.041
"53",1902,-4.193,-2.157,NA,NA,-1.28,0.222,-2.936,-0.619,8.24,-0.754,-1.821,NA,6.227,-5.959,-0.561,-1.946,1.361,4.357,-3.89,1.12,0.403,-5.972,-4.279,-2.567,NA,-2.545,-5.136,-2.664,-2.66,-0.487,-0.552,-1.81,-7.02,1.28,-2.343,-0.725,0.716,0.322,-0.246,NA,-1.096,0.062,-2.748,-3.05,1.293,-0.982,1.386,1.273,NA,-2.194,-2.981,-0.379,2.526,NA,-1.012,1.19,-0.485,-0.554,3.282,0.933,NA,3.547,-0.631,-2.296,-2.322,-2.203,-0.209,-3.406,-4.416,1.883,NA,-0.582,-2.681,-5.887,-8.123,-4.773,-0.976,NA,-4.867,2.061,-0.187,-0.383,0.638,5.962,2.149,NA,NA,-3.165,-5.027,-2.301,NA,-0.986,0.259
"54",1903,-4.042,-3.698,NA,NA,-2.204,0.033,-3.655,-0.94,8.076,-0.925,-1.749,NA,6.999,-4.564,-1.174,-1.262,0.57,4.649,-2.667,0.686,-0.237,-5.132,-4.217,-3.261,NA,-2.794,-5.034,-2.085,-1.516,0.028,1.122,-2.834,-7.3,0.673,-0.932,-0.712,-0.344,0.677,0.217,NA,-0.926,0.668,-2.262,-4.223,1.554,-0.273,0.974,1.556,-0.775,-1.517,-2.461,-0.511,2.666,NA,-1.171,0.589,0.541,-0.684,3.134,-0.751,2.364,4.018,-0.209,-3.294,-1.989,-2.106,0.176,-3.334,-4.857,2.698,NA,-0.893,-3.008,-6.715,-8.352,-3.286,0.73,NA,-3.224,2.366,0.839,-0.656,-0.542,4.706,1.604,1.786,NA,-3.111,-4.731,-1.325,NA,-0.676,0.562
"55",1904,-4.477,-5.139,NA,NA,-3.187,-0.129,-3.218,-0.855,9.564,-0.853,-1.853,-0.823,4.786,-5.651,-1.941,-0.263,-0.668,2.049,-3.446,0.682,-0.005,-4.363,-4.348,-1.832,NA,-3.025,-4.666,-1.248,-0.593,0.487,1.772,-3.717,-7.751,0.65,-1.155,-0.413,-1.447,0.425,1,NA,-0.668,1.506,-2.987,-5.312,1.243,0.96,0.606,0.978,0.222,-0.751,-1.265,-0.579,3.955,NA,-1.153,0.544,0.663,-1.07,2.643,-0.852,NA,4.411,-0.224,-3.095,-1.788,-1.547,0.118,-4.191,-4.877,2.108,NA,-0.213,-3.478,-7.911,-8.806,-2.523,0.864,NA,-3.181,2.918,0.18,-0.552,-1.591,3.809,1.317,1.452,NA,-2.904,-4.065,-1.078,NA,-0.302,0.836
"56",1905,-4.099,-3.107,0.401,NA,-3.924,-0.369,-2.554,-1.167,8.037,-0.913,-1.697,-1.007,4.81,-4.916,-1.044,1.376,-1.603,0.901,-3.787,0.869,-0.559,-3.923,-4.044,-1.859,NA,-1.938,-3.662,-0.178,0.091,1.052,3.227,-2.689,-5.094,0.634,-0.547,-1.222,-1.921,-0.061,2.245,NA,0.028,2.711,-1.64,-4.479,2.05,1.093,0.545,0.56,1.762,0.068,-0.042,-0.621,3.753,NA,-0.742,0.897,0.87,-1.352,2.727,-0.524,NA,5.821,-0.197,-2.656,-1.483,-0.778,1.178,-3.191,-5.069,1.784,NA,0.971,-3.054,-6.185,-8.892,-1.871,NA,NA,-2.717,3.67,-0.044,-0.324,-1.803,4.748,1.669,1.918,NA,-2.173,-2.864,0.154,NA,-0.614,1.628
"57",1906,-3.668,-3.831,0.28,NA,-2.244,0.221,NA,-0.663,6.606,-0.574,-1.197,-0.752,4.03,-6.425,-0.377,3.552,-2.06,1.947,-1.834,-0.009,-0.585,-3.998,-4.253,-2.096,-0.617,-2.124,-5.031,-0.943,-1.116,2.319,1.884,-3.329,-5.607,0.344,0.276,-0.908,-3.012,0.729,1.725,0.63,-0.225,3.141,-1.481,-2.559,2.701,1.014,0.435,0.318,2.258,-0.763,1.105,-0.679,3.073,NA,-0.602,0.192,0.689,-0.949,2.67,0.764,NA,5.741,-0.039,-3.339,-0.207,-2.084,3.15,-3.276,-5.289,2.449,NA,0.898,-2.127,-4.254,-7.911,-3.238,NA,NA,-2.412,3.734,0.687,-0.038,-1.302,4.524,1.404,1.311,NA,-2.053,-2.546,1.014,2.38,-0.179,1.314
"58",1907,-3.31,-3.096,-0.006,NA,-2.877,0.632,NA,-0.604,7.686,-0.753,-1.551,-0.936,2.934,-3.786,-1.823,3.559,-3.223,0.657,-1.817,-0.057,-0.3,-3.06,-3.329,-2.455,-1.224,-1.531,-4.628,-0.248,-1.272,1.987,1.144,-2.967,-5.374,0.186,0.438,-1.229,-4.186,0.888,1.666,1.122,-0.197,2.888,-2.188,-1.933,2.722,1.752,0.093,0.297,1.561,-0.433,1.357,-0.21,2.004,NA,-0.637,-0.059,0.908,-1.615,3.591,0.523,NA,5.463,0.183,-3.696,-0.175,-2.106,3.82,-3.017,-4.928,1.826,NA,0.129,-2.788,-4.702,-8.203,-2.053,NA,NA,-2.627,3.627,0.19,0.21,-1.696,4.873,0.796,0.068,NA,-1.668,-1.753,1.723,1.699,-0.25,0.823
"59",1908,-2.679,-4.017,0.475,2.589,-2.721,0.749,NA,-0.395,8.031,-0.275,-1.257,-0.769,1.106,-6.805,-0.85,3.62,-4.485,0.734,-1.865,0.292,-2.962,-3.795,-3.223,-3.745,-2.131,-1.601,-5.765,0.508,-0.883,0.802,3.297,-4.282,-4.836,-1.716,0.333,-3.208,-4.39,1.196,1.13,0.718,-0.772,3.741,-1.053,-1.645,1.069,0.675,0.316,0.283,1.702,-0.507,1.799,-0.276,0.03,NA,-0.494,-1.084,0.223,-2.651,4.919,1.664,NA,6.123,0.507,-4.813,1.44,-2.665,2.71,-4.179,-5.663,1.321,NA,1.434,-4.386,-4.814,-8.033,-1.45,NA,-1.406,-2.659,3.174,1.474,0.686,-2.585,4.143,0.708,-0.025,NA,-2.079,-2.412,2.531,0.982,-0.127,1.427
"60",1909,-1.504,-1.865,0.573,2.932,-3.611,1.107,NA,0.198,8.007,-0.666,0.106,0.454,-0.558,-6.188,-0.52,2.573,-4.872,-0.413,-1.224,0.317,-2.61,-3.395,-1.624,-2.925,-2.262,-0.857,-5.092,1.436,1.044,0.012,3.482,-3.127,-3.93,-1.539,-0.042,-2.61,-5.057,0.48,1.556,1.734,0.652,4.242,-0.75,-0.338,2.097,1.455,0.752,0.159,2.354,0.451,2.641,0.099,0.264,NA,-0.787,-0.811,0.533,-2.747,3.608,1.026,NA,6.526,0.815,-3.999,-0.35,-2.732,2.45,-4.761,-5.111,-0.022,NA,1.982,-4.138,-4.184,-8.046,-1.929,NA,-1.124,-3.945,2.387,0.63,0.897,-3.048,2.085,0.321,-0.566,3.212,-1.21,-2.011,2.823,1.084,0.263,1.771
"61",1910,-3.118,-5.737,0.466,3.1,-4.977,0.094,NA,-0.423,6.478,-0.261,-0.134,0.366,-1.962,-8.681,-1.837,2.358,-4.719,-1.62,-3.395,0.247,-2.894,-4.218,-1.803,-2.842,-2.128,-2.103,-6.249,-0.586,1.169,-1.052,3.202,-1.93,-5.037,-3.392,0.298,-4.182,-5.729,0.193,0.902,0.557,0.005,1.937,-1.253,-3.205,1.118,1.619,0.768,-0.17,1.976,-1.12,2.482,0.103,-0.333,NA,-0.636,-1.071,-0.214,-2.952,3.597,0.42,NA,4.826,0.225,-3.55,-1.768,-2.125,2.319,-4.453,-4.797,-0.726,NA,0.528,-4.702,-4.925,-8.49,-4.026,NA,-3.016,-4.718,1.063,-0.988,0.869,-2.947,1.504,-0.007,-0.795,0.684,-2.11,-2.452,0.315,0.722,-0.228,1.367
"62",1911,-3.593,-5.181,1.383,3.552,-3.687,0.353,NA,-0.105,5.259,-0.233,-0.269,-0.171,-1.755,-8.421,-3.721,2.228,-4.786,-2.472,-5.668,0.823,-1.362,-2.294,-0.873,-2.543,-1.295,-0.489,-4.465,0.435,1.453,-0.431,3.817,-0.947,-4.204,-4.322,0.852,-5.476,-5.559,0.241,0.763,1.461,-0.01,3.722,NA,-2.715,1.33,2.321,0.898,0.24,1.282,-1.782,2.581,-0.083,-1.636,NA,-0.41,-1.503,-0.201,-3.8,1.129,-2.075,NA,3.871,0.188,-1.86,-1.359,-2.078,2.9,-3.644,-4.24,-1.572,3.343,0.132,-3.687,-4.271,-7.52,-3.802,NA,-2.278,-4.258,0.894,0.029,0.774,-3.313,-0.069,-0.42,-1.644,1.889,-1.354,-1.203,0.305,1.145,-0.473,0.953
"63",1912,-0.666,-1.061,1.382,2.735,-4.453,-0.328,NA,-0.164,4.038,0.061,0.289,-0.405,-0.074,-4.789,-3.729,1.979,-3.337,-0.548,-3.636,1.418,NA,-3.74,-1.663,-2.282,-0.008,-2.146,-4.607,-0.548,1.383,0.239,2.68,-0.576,-3.889,-4.978,0.352,-5.414,-5.516,0.625,0.253,1.025,-0.597,3.149,NA,-1.262,0.161,1.465,1.358,0.169,1.515,-2.184,1.823,0.156,-2.712,NA,-0.285,-1.531,-0.92,-4.331,1.162,-2.464,NA,3.279,0.604,-2.319,-2.772,-1.469,2.624,-4.219,-3.01,-1.612,3.207,0.165,-2.71,-4.623,-4.316,-3.908,NA,-2.574,-3.655,0.091,-1.133,1.552,-3.725,-0.86,-0.522,-2.708,1.723,-0.758,-1.096,0.095,1.716,0.802,1.153
"64",1913,-1.056,0.28,1.26,1.757,-4.313,-0.369,NA,0.086,2.628,0.128,1.175,-0.041,-1.215,-4.517,-5.062,1.629,-4.704,NA,-4.265,2.067,NA,-4.651,-1.761,-0.984,0.819,-2.146,-4.731,-0.825,0.496,0.44,1.257,0.277,-1.617,-5.134,-0.663,-5.8,-5.371,-0.335,-0.237,-0.167,-0.769,2.154,NA,-0.275,-0.728,1.042,1.422,-0.295,1.603,-3.024,1.897,0.626,-3.887,NA,-0.201,-1.16,-0.972,-5.101,1.068,-1.998,NA,2.354,0.092,-1.045,-1.932,-1.501,3.215,-3.967,-2.741,-2.976,2.753,0.569,-2.942,-3.347,-4.024,-3.451,NA,-1.501,-4.731,-0.04,-1.005,1.759,-3.998,-1.383,-0.503,-3.704,0.518,-1.061,-0.934,-0.119,1.91,0.742,1.512
"65",1914,-0.957,2.066,1.601,1.49,-4.439,-0.863,NA,-0.28,-0.028,0.444,1.681,0.563,-1.019,-3.244,-5.507,1.367,-4.388,NA,-3.49,1.519,NA,-4.422,-1.514,-2.429,-0.122,-0.776,-3.943,-0.017,0.115,-0.047,-0.289,0.726,-1.312,-5.214,-0.632,-6.333,-5.47,-0.734,0.068,0.023,-0.545,2.146,NA,-0.879,-1.04,0.589,2.062,0.336,1.521,-2.847,1.159,0.526,-4.822,NA,0.346,-1.633,-1.129,-5.25,0.944,-2.675,NA,2.267,0.973,-1.075,-2.794,-1.529,3.146,-3.461,-2.609,-2.557,3.403,1.547,-2.63,-3.769,-2.738,-3.022,NA,-0.067,-4.864,-0.246,1.375,1.797,-4.717,-0.965,-0.544,-4.334,0.895,-0.799,-1.242,0.684,2.65,0.09,1.047
"66",1915,-0.044,-0.034,0.569,0.591,-3.942,-0.588,NA,0.158,1.326,0.264,1.691,0.732,-1.531,-3.685,-6.429,0.275,-3.722,NA,-2.601,1.873,NA,-3.911,-1.716,-1.665,-0.03,-0.925,-3.095,-0.025,0.749,0.232,0.292,-0.179,-3.269,-4.729,-0.647,-5.665,-5.208,-0.028,-0.599,-1.52,-0.253,2.169,NA,-2.04,-1.946,1.054,2.69,1.085,1.548,-2.678,1.747,0.713,-4.578,NA,-0.053,-2.155,-0.3,-4.187,-0.306,-2.714,NA,1.513,1.579,-0.594,-2.485,-1.498,3.468,-2.585,-2.19,-3.933,2.783,0.724,-3.1,-4.431,-1.254,-3.553,NA,-0.776,-5.354,-0.712,0.409,1.823,-5.434,-2.233,-0.603,-4.386,1.132,-1.042,-0.003,0.705,2.233,0.508,0.679
"67",1916,-0.437,1.805,0.39,0.659,-5.224,-1.831,NA,-0.208,1.06,0.077,1.233,-0.101,-2.712,-2.42,-6.83,-1.19,-3.898,NA,-3.813,1.93,NA,-3.947,-1.398,-1.983,-0.117,-0.744,-2.866,-0.721,1.135,-1.587,0.304,0.648,-3.47,-4.285,-1.725,-5.999,-3.477,0.155,-0.471,-0.551,-0.399,1.403,NA,-3.638,-2.906,1.977,3.149,1.745,0.538,-3.491,0.244,0.408,-3.893,NA,0.27,-1.515,-0.525,-3.991,-0.547,-2.833,-0.457,1.571,1.467,-0.521,-3.206,-1.141,1.508,-2.369,-2.128,-5.7,1.721,0.453,-3.727,-6.518,-1.14,-2.829,0.856,-1.225,-6.44,-1.561,-0.668,1.401,-6.116,-2.532,-0.779,-4.592,0.916,-0.255,0.193,0.191,1.862,-0.134,0.029
"68",1917,-0.067,-0.759,0.533,0.039,-6.802,-2.882,NA,-0.717,-1.479,-0.254,0.974,0.174,-3.303,-3.931,-8.197,-1.831,-3.928,NA,-3.017,1.726,NA,-4.278,-2.442,-2.345,-1.086,-1.667,-3.947,-1.286,0.981,-2.107,-0.575,0.074,-3.905,-3.815,-2.842,-5.856,-3.571,-0.278,-0.657,-0.545,-0.456,1.379,NA,-5.271,-3.729,1.149,3.425,1.783,0.473,-3.689,0.124,-0.114,-4.53,NA,-0.34,-0.586,-1.095,-4.538,-0.458,-2.697,-0.617,0.263,0.955,-0.985,-4.249,-1.337,0.573,-2.073,-1.698,-6.501,1.598,0.749,-2.743,-6.775,0.396,-4.595,-3.629,-1.891,-7.523,-1.664,-1.416,0.896,-6.352,-3.644,-1.329,-4.612,1.285,-0.406,0.104,0.597,1.357,0.101,0.201
"69",1918,0.449,0.524,0.567,-0.423,-8.514,NA,NA,-0.057,-2.017,-0.377,1.16,NA,-2.947,-1.298,-9.786,-2.004,-4.37,NA,-3.143,1.766,NA,-4.03,-2.6,-1.488,-1.007,-1.482,-2.397,-2.103,0.252,-2.11,-2.33,-0.1,-5.931,-3.044,-2.629,-5.423,-3.057,0.843,-0.122,-0.552,-0.196,0.766,NA,-4.624,-4.499,0.625,2.58,1.595,-0.113,-4.254,-0.357,0.273,-3.972,NA,-0.359,-0.37,-1.373,-4.367,-1.953,-4.199,-0.586,-0.288,0.614,-0.706,-5.99,-1.093,0.533,-1.858,-0.559,-7.579,0.856,0.29,-2.115,-7.805,1.017,-4.456,-3.794,-2.952,-6.601,-1.753,-2.929,0.422,-7.272,-4.769,-1.553,-4.516,1.765,-0.438,0.294,0.387,2.323,-0.503,0.218
"70",1919,0.954,0.352,0.981,0.13,-8.543,NA,NA,-1.254,-3.479,-0.258,0.237,NA,-2.297,0.86,-8.223,-1.041,-3.377,NA,-2.051,1.406,NA,-3.537,-3.573,-2.163,-0.716,-1.555,-1.501,-1.536,-1.639,-2.795,-2.961,-0.435,-4.163,-2.903,-1.376,-5.22,-2.519,0.71,0.107,-1.503,-0.775,0.484,NA,-3.025,-5.132,-0.284,1.713,0.819,-0.648,-4.916,-0.351,-0.282,-3.987,NA,0.701,-0.011,-0.211,-3.611,-1.862,-3.548,-0.417,-0.38,0.057,-0.57,-5.148,-0.062,1.709,-0.592,-0.792,-7.19,0.062,0.674,-0.78,-6.559,0.475,-0.918,-0.336,-0.471,-4.58,-1.504,-1.559,-0.204,-7.349,-4.03,-1.784,-4.554,1.703,-0.543,0.728,-0.391,2.34,-0.666,-0.159
"71",1920,3.261,2.127,1.17,0.238,-8.185,NA,NA,-0.764,-2.52,-0.09,-0.071,NA,-1.496,3.23,-6.371,-0.905,-2.254,NA,0.741,1.556,NA,-2.983,-3.238,-2.273,-1.086,-1.334,-0.956,-0.291,-1.333,-1.51,-2.79,-1.821,-3.18,-0.16,-0.03,-3.472,-2.029,0.582,0.442,-0.855,-0.203,2.068,NA,-1.069,-4.762,0.087,1.945,1.419,0.042,-4.164,0.515,-0.229,-2.553,NA,0.586,-0.794,1.737,-2.408,-1.835,-2.494,-0.132,0.611,-0.026,-0.489,-2.615,0.125,2.365,0.64,-1.297,-7.575,1.662,2.45,-0.027,-4.73,3.306,-0.584,2.348,1.748,-4.658,-0.437,0.395,0.827,-7.2,-3.636,-2.085,-4.752,3.082,0.133,1.007,0.854,2.302,0.123,0.223
"72",1921,3.461,0.26,0.151,-0.069,-7.979,NA,NA,-0.981,-1.812,0.127,0.609,NA,-0.944,1.585,-5.847,-1.332,-1.67,NA,1.386,1.228,NA,-2.667,-3.011,-0.606,-0.086,-2.436,-1.286,0.063,-0.417,-1.986,-3.326,-0.851,-4.462,-0.467,-1.116,-2.755,-1.773,-0.066,0.755,-1.368,0.08,0.442,-3.22,-2.432,-3.699,0.996,1.453,0.823,-0.104,-3.481,-0.077,-0.341,-2.344,NA,0.37,-1.269,0.631,-2.642,-2.422,-2.463,0.23,0.778,-0.143,-0.783,-2.273,-0.141,0.775,-0.142,-1.429,-8.483,0.764,2.725,-0.633,-3.889,2.11,0.401,0.959,0.836,-4.819,-0.186,-0.632,0.759,-7.195,-4.643,-2.01,-2.94,1.654,1.01,1.59,0.165,1.842,0.63,0.463
"73",1922,1.179,-1.652,0.051,0.669,-7.404,NA,NA,-0.69,-2.775,-0.086,0.011,NA,-2.87,-0.22,-5.423,-1.067,-2.028,NA,1.012,0.618,-1.94,-2.666,-2.821,-0.916,-0.072,-2.415,-1.961,0.649,0.208,-2.065,-3.381,-1.109,-4.969,0.312,-1.401,-2.103,-1.424,0.25,0.215,-1.373,-0.003,0.421,-2.454,-3.223,-3.702,0.952,1.33,0.883,0.229,-3.881,-0.22,-0.157,-2.284,NA,0.172,-0.912,0.539,-2.447,-1.562,-1.446,0.597,0.238,-0.338,-0.537,-1.818,-0.988,-0.994,-0.731,-2.665,-8.079,0.618,2.575,-0.75,-4.643,1.144,0.487,1.588,1.843,-3.716,0.291,0.303,1.009,-5.134,-5.069,-2.668,-3.966,1.542,0.115,1.562,0.564,1.958,-0.112,0.151
"74",1923,2.433,-2.034,0.475,1.249,-6.709,NA,NA,-0.86,-3.916,0.166,0.317,NA,-3.689,1.366,-5.25,-1.512,-2.766,-2.24,1.809,0.261,-1.652,-2.478,-2.284,-1.351,0.257,NA,-2.454,0.845,-0.35,-1.359,-2.736,-0.44,-4.805,NA,-1.346,-2.403,-1.635,-0.239,0.219,-0.989,-0.36,-0.065,-3.094,-1.888,-3.176,1.181,1.467,1.538,0.455,-3.289,0.14,-0.338,-1.674,0.927,0.3,-1.2,-1.204,-1.611,-2.191,-1.571,0.869,0.24,-0.041,-0.507,-0.594,-0.685,-1.816,-1.572,-3.849,-8.216,0.905,2.585,0.431,-3.557,2.211,-0.01,2.422,1.857,-3.494,2.369,0.799,1.236,-6.252,-5.498,-2.725,-3.636,1.112,0.163,1.049,-0.492,1.289,0.696,0.741
"75",1924,4.067,-2.933,-0.12,1.183,-6.405,NA,-1.192,-1.101,-4.954,0.163,-0.487,NA,-2.825,0.692,-3.767,-0.432,-1.352,-1.136,2.371,0.267,-0.551,-1.895,-1.649,-0.601,0.097,NA,-2.668,0.09,-0.374,-0.642,-2.805,-0.207,-5.774,NA,-0.082,-2.342,-1.835,-0.447,-0.041,-1.119,-0.977,-0.34,-3.286,-1.064,-2.081,0.204,0.974,1.481,0.305,-3.331,-0.12,-0.703,-1.927,-0.108,-0.202,-1.024,-1.039,-1.541,-1.176,-0.191,0.954,-0.233,-0.672,-0.298,0.303,-0.263,-1.412,-0.506,-4.057,-6.525,0.276,1.855,0.159,-3.3,2.948,-1.012,-0.174,-0.163,-3.756,2.232,-1.338,0.953,-5.267,-4.543,-2.851,-3.706,1.022,0.145,1.47,-0.498,0.549,1.351,1.313
